"";"date";"deviceCategory";"sourceMedium";"experimentVariant";"clickButtonOnMain";"sessionDuration"
"49";"2019-11-26";"mobile";"google / organic";"test";1;135,001052733612
"50";"2019-11-26";"mobile";"bernum.com / referral";"control";1;119,035081221419
"51";"2019-11-26";"desktop";"vbtcafe.com / referral";"control";1;117,501687612123
"52";"2019-11-26";"mobile";"google / cpc";"control";1;125,927050749662
"53";"2019-11-26";"desktop";"sendgrid / letter";"control";1;120,19134766643
"54";"2019-11-26";"desktop";"(direct) / (none)";"test";1;130,013615828779
"55";"2019-11-26";"mobile";"bernum.com / referral";"control";1;110,334521621048
"56";"2019-11-26";"mobile";"google / organic";"control";1;115,937161578409
"57";"2019-11-26";"mobile";"google / cpc";"control";1;105,822485285184
"58";"2019-11-26";"desktop";"bernum.com / referral";"control";1;123,565955038913
"59";"2019-11-26";"tablet";"google / organic";"test";1;124,59368592736
"60";"2019-11-26";"desktop";"maz.com / referral";"control";1;114,978415344786
"61";"2019-11-26";"mobile";"bernum.com / referral";"control";1;120,087110212526
"62";"2019-11-26";"mobile";"google / cpc";"control";1;114,530717474307
"63";"2019-11-25";"desktop";"maz.com / referral";"test";1;128,150588142235
"64";"2019-11-25";"desktop";"(direct) / (none)";"control";1;115,726503947217
"65";"2019-11-25";"desktop";"maz.com / referral";"control";1;116,180309324243
"66";"2019-11-25";"mobile";"bernum.com / referral";"control";1;120,64333941735
"67";"2019-11-25";"mobile";"google / cpc";"test";1;128,311735067473
"68";"2019-11-25";"desktop";"google / organic";"test";1;137,01121872266
"69";"2019-11-25";"mobile";"maz.com / referral";"test";1;152,939493434909
"70";"2019-11-25";"desktop";"usareversephone.com / referral";"control";1;131,294270350797
"71";"2019-11-25";"mobile";"google / organic";"test";1;130,872087533188
"72";"2019-11-25";"desktop";"(direct) / (none)";"control";1;126,600558092811
"73";"2019-11-25";"mobile";"google / organic";"test";1;135,608796394032
"74";"2019-11-25";"mobile";"maz.com / referral";"control";1;116,236713312295
"75";"2019-11-25";"desktop";"(direct) / (none)";"control";1;123,953328217345
"76";"2019-11-25";"mobile";"google / organic";"control";1;124,088467325555
"77";"2019-11-25";"mobile";"bernum.com / referral";"control";1;124,111788750944
"78";"2019-11-25";"desktop";"sendgrid / banner";"test";1;143,364381197732
"79";"2019-11-25";"mobile";"google / cpc";"test";1;129,691252870802
"80";"2019-11-25";"mobile";"maz.com / referral";"test";1;149,449731842468
"81";"2019-11-25";"mobile";"bernum.com / referral";"control";1;119,461574287711
"82";"2019-11-25";"desktop";"(direct) / (none)";"test";1;117,070258363992
"83";"2019-11-25";"tablet";"google / organic";"control";1;120,372639327711
"84";"2019-11-25";"mobile";"google / organic";"test";1;135,768935169853
"85";"2019-11-25";"mobile";"google / organic";"control";1;127,50304718554
"86";"2019-11-25";"mobile";"google / organic";"test";1;134,48848732967
"87";"2019-11-25";"desktop";"(direct) / (none)";"control";1;115,431254238928
"88";"2019-11-25";"mobile";"bernum.com / referral";"control";1;117,832107454877
"89";"2019-11-25";"desktop";"google / organic";"test";1;130,583057072798
"90";"2019-11-25";"desktop";"bing / organic";"control";1;124,531647696212
"91";"2019-11-25";"mobile";"sendgrid / letter";"control";1;126,153032272601
"92";"2019-11-25";"mobile";"google / organic";"test";1;132,953169980488
"93";"2019-11-25";"desktop";"maz.com / referral";"test";1;143,220110269141
"94";"2019-11-25";"tablet";"google / organic";"test";1;131,992405417187
"95";"2019-11-25";"mobile";"google / organic";"test";1;128,26145999954
"96";"2019-11-25";"mobile";"google / organic";"control";1;120,383277499029
"97";"2019-11-25";"mobile";"google / organic";"control";1;105,70497671651
"98";"2019-11-25";"desktop";"maz.com / referral";"control";1;124,188512194975
"99";"2019-11-25";"tablet";"maz.com / referral";"control";1;120,991747447465
"100";"2019-11-25";"tablet";"google / organic";"test";1;131,666125032829
"101";"2019-11-25";"desktop";"bernum.com / referral";"control";1;120,611314481484
"102";"2019-11-25";"tablet";"google / organic";"control";1;118,753265914068
"103";"2019-11-25";"desktop";"sendgrid / letter";"control";1;130,146532891018
"104";"2019-11-25";"mobile";"google / organic";"test";1;125,736855201333
"105";"2019-11-25";"tablet";"google / organic";"test";1;121,756913396037
"106";"2019-11-25";"mobile";"google / organic";"control";1;118,350771840301
"107";"2019-11-25";"mobile";"bernum.com / referral";"control";1;115,293328731656
"108";"2019-11-25";"desktop";"maz.com / referral";"control";1;119,856191541349
"109";"2019-11-25";"desktop";"google / organic";"test";1;120,030620234374
"110";"2019-11-25";"mobile";"google / organic";"control";1;125,053255810292
"111";"2019-11-25";"desktop";"(direct) / (none)";"control";1;119,267269786576
"112";"2019-11-25";"desktop";"maz.com / referral";"control";1;117,018650119858
"113";"2019-11-25";"mobile";"maz.com / referral";"control";1;115,055754743544
"114";"2019-11-25";"desktop";"sendgrid / letter";"control";1;124,50376986626
"115";"2019-11-25";"desktop";"(direct) / (none)";"control";1;119,063085520011
"116";"2019-11-25";"mobile";"sendgrid / letter";"control";1;121,758665015958
"117";"2019-11-25";"tablet";"google / organic";"test";1;137,513813465663
"118";"2019-11-25";"mobile";"(direct) / (none)";"control";1;123,345927298128
"119";"2019-11-25";"mobile";"bernum.com / referral";"control";1;114,16370501697
"120";"2019-11-25";"desktop";"google / organic";"test";1;143,824102720104
"121";"2019-11-25";"mobile";"bernum.com / referral";"control";1;125,25945011845
"122";"2019-11-24";"mobile";"bernum.com / referral";"control";1;118,721530627066
"123";"2019-11-24";"mobile";"bernum.com / referral";"test";1;136,734420228681
"124";"2019-11-24";"desktop";"maz.com / referral";"control";1;118,498906265221
"125";"2019-11-24";"desktop";"(direct) / (none)";"test";1;124,350595691071
"126";"2019-11-24";"mobile";"maz.com / referral";"test";1;136,68151470458
"127";"2019-11-24";"mobile";"bernum.com / referral";"control";1;110,933346581254
"128";"2019-11-24";"mobile";"google / organic";"test";1;127,875279681003
"129";"2019-11-24";"desktop";"bernum.com / referral";"test";1;131,695875364022
"130";"2019-11-24";"desktop";"google / organic";"control";1;124,736345365452
"131";"2019-11-24";"desktop";"blog / table_post";"control";1;131,048265054909
"132";"2019-11-24";"desktop";"bing / cpc";"test";1;139,471609487209
"133";"2019-11-24";"desktop";"maz.com / referral";"control";1;115,808248704931
"134";"2019-11-24";"mobile";"bernum.com / referral";"test";1;140,822397035758
"135";"2019-11-24";"mobile";"maz.com / referral";"test";1;131,760733704829
"136";"2019-11-24";"mobile";"google / cpc";"test";1;125,264422450635
"137";"2019-11-24";"mobile";"bernum.com / referral";"control";1;121,692389217175
"138";"2019-11-24";"mobile";"bernum.com / referral";"control";1;121,754685789465
"139";"2019-11-24";"mobile";"bernum.com / referral";"control";1;113,31363407641
"140";"2019-11-24";"desktop";"bernum.com / referral";"control";1;117,895082218982
"141";"2019-11-24";"mobile";"maz.com / referral";"control";1;117,358775753656
"142";"2019-11-24";"mobile";"google / organic";"control";1;119,652276353934
"143";"2019-11-24";"mobile";"(direct) / (none)";"test";1;131,621820969133
"144";"2019-11-24";"mobile";"maz.com / referral";"control";1;120,47800334321
"145";"2019-11-24";"desktop";"maz.com / referral";"control";1;115,190255318423
"146";"2019-11-24";"mobile";"bernum.com / referral";"control";1;119,92407314241
"147";"2019-11-24";"mobile";"maz.com / referral";"control";1;114,607087393483
"148";"2019-11-24";"mobile";"google / cpc";"control";1;119,425337348656
"149";"2019-11-24";"desktop";"maz.com / referral";"control";1;121,175094710362
"150";"2019-11-24";"desktop";"bernum.com / referral";"control";1;120,963193467208
"151";"2019-11-24";"tablet";"(direct) / (none)";"test";1;132,923718818254
"152";"2019-11-24";"mobile";"(direct) / (none)";"control";1;126,129363166892
"153";"2019-11-24";"mobile";"google / organic";"control";1;122,332222156912
"154";"2019-11-24";"desktop";"google / organic";"control";1;120,382168206609
"155";"2019-11-24";"mobile";"bernum.com / referral";"control";1;115,838660156715
"156";"2019-11-24";"mobile";"google / organic";"test";1;142,861709977921
"157";"2019-11-24";"mobile";"google / organic";"test";1;133,945000507584
"158";"2019-11-24";"mobile";"google / organic";"control";1;123,348793630657
"159";"2019-11-24";"desktop";"bernum.com / referral";"control";1;126,006068895073
"160";"2019-11-24";"desktop";"bernum.com / referral";"control";1;122,247153586366
"161";"2019-11-24";"desktop";"maz.com / referral";"control";1;126,795193904467
"162";"2019-11-23";"mobile";"bernum.com / referral";"control";1;111,74955407078
"163";"2019-11-23";"mobile";"(direct) / (none)";"control";1;118,963423951145
"164";"2019-11-23";"mobile";"(direct) / (none)";"control";1;124,004696752541
"165";"2019-11-23";"mobile";"google / cpc";"test";1;145,181742951559
"166";"2019-11-23";"mobile";"bernum.com / referral";"control";1;119,046425367668
"167";"2019-11-23";"mobile";"bernum.com / referral";"control";1;117,372095762244
"168";"2019-11-23";"desktop";"bing / cpc";"test";1;143,392619276815
"169";"2019-11-23";"desktop";"bernum.com / referral";"control";1;127,036519627283
"170";"2019-11-23";"mobile";"maz.com / referral";"control";1;121,943578629918
"171";"2019-11-23";"mobile";"maz.com / referral";"control";1;121,181361834598
"172";"2019-11-23";"desktop";"bernum.com / referral";"control";1;118,678723629494
"173";"2019-11-23";"mobile";"google / cpc";"test";1;134,926223271075
"174";"2019-11-23";"desktop";"maz.com / referral";"test";1;142,84335999154
"175";"2019-11-23";"desktop";"(direct) / (none)";"control";1;116,311677860568
"176";"2019-11-23";"mobile";"google / cpc";"control";1;103,369245539056
"177";"2019-11-23";"mobile";"google / cpc";"test";1;124,550612757223
"178";"2019-11-23";"mobile";"maz.com / referral";"test";1;126,701006725965
"179";"2019-11-23";"mobile";"bernum.com / referral";"control";1;118,538866680134
"180";"2019-11-23";"mobile";"google / cpc";"test";1;128,625824041555
"181";"2019-11-23";"mobile";"maz.com / referral";"control";1;115,302302484362
"182";"2019-11-23";"mobile";"bernum.com / referral";"test";1;143,75836961075
"183";"2019-11-23";"mobile";"google / organic";"test";1;142,500260039347
"184";"2019-11-23";"mobile";"maz.com / referral";"control";1;125,089518395415
"185";"2019-11-23";"desktop";"google / organic";"control";1;119,920803710931
"186";"2019-11-23";"mobile";"google / organic";"control";1;116,414737559499
"187";"2019-11-23";"desktop";"google / organic";"control";1;128,897574073652
"188";"2019-11-23";"mobile";"bernum.com / referral";"control";1;122,824377844067
"189";"2019-11-23";"mobile";"(direct) / (none)";"test";1;142,124928543272
"190";"2019-11-23";"mobile";"google / organic";"test";1;138,278186220736
"191";"2019-11-23";"mobile";"bernum.com / referral";"control";1;122,78575640205
"192";"2019-11-23";"mobile";"(direct) / (none)";"test";1;134,947673521697
"193";"2019-11-23";"mobile";"google / organic";"control";1;125,368147136104
"194";"2019-11-23";"mobile";"google / organic";"test";1;134,043941481169
"195";"2019-11-23";"mobile";"(direct) / (none)";"control";1;125,573546025253
"196";"2019-11-23";"mobile";"(direct) / (none)";"control";1;128,068093898577
"197";"2019-11-23";"mobile";"google / cpc";"test";1;138,013521937262
"198";"2019-11-23";"mobile";"google / organic";"test";1;140,192696435604
"199";"2019-11-23";"mobile";"bernum.com / referral";"test";1;135,271495301069
"200";"2019-11-22";"mobile";"google / organic";"control";1;113,053431112927
"201";"2019-11-22";"mobile";"maz.com / referral";"control";1;118,349041865051
"202";"2019-11-22";"mobile";"google / organic";"control";1;126,886124566231
"203";"2019-11-22";"mobile";"bernum.com / referral";"control";1;126,165827194637
"204";"2019-11-22";"mobile";"mail.google.com / referral";"test";1;125,934156652308
"205";"2019-11-22";"desktop";"bernum.com / referral";"control";1;124,609377848458
"206";"2019-11-22";"mobile";"bernum.com / referral";"test";1;136,416988761032
"207";"2019-11-22";"mobile";"bernum.com / referral";"test";1;131,552567404087
"208";"2019-11-22";"desktop";"google / organic";"test";1;147,611225698521
"209";"2019-11-22";"mobile";"(direct) / (none)";"test";1;113,701046896495
"210";"2019-11-22";"mobile";"google / organic";"control";1;117,633629945584
"211";"2019-11-22";"desktop";"bernum.com / referral";"control";1;116,970093927614
"212";"2019-11-22";"desktop";"maz.com / referral";"control";1;120,664327328834
"213";"2019-11-22";"mobile";"google / organic";"control";1;121,74029159581
"214";"2019-11-22";"desktop";"google / organic";"control";1;117,798024123135
"215";"2019-11-22";"desktop";"bernum.com / referral";"control";1;117,363072039139
"216";"2019-11-22";"desktop";"maz.com / referral";"test";1;117,367679697241
"217";"2019-11-22";"mobile";"bernum.com / referral";"control";1;125,970162742876
"218";"2019-11-22";"mobile";"maz.com / referral";"test";1;121,212446317163
"219";"2019-11-22";"mobile";"bernum.com / referral";"control";1;115,295464653274
"220";"2019-11-22";"desktop";"bernum.com / referral";"control";1;124,459246509591
"221";"2019-11-22";"desktop";"sendgrid / banner";"test";1;114,986088696599
"222";"2019-11-22";"tablet";"google / organic";"control";1;126,16909061832
"223";"2019-11-22";"mobile";"google / organic";"test";1;130,405721727387
"224";"2019-11-22";"mobile";"maz.com / referral";"control";1;115,183128147304
"225";"2019-11-22";"tablet";"maz.com / referral";"control";1;119,121417614158
"226";"2019-11-22";"mobile";"google / organic";"control";1;120,569450859691
"227";"2019-11-22";"mobile";"maz.com / referral";"control";1;117,373591080842
"228";"2019-11-22";"mobile";"(direct) / (none)";"control";1;123,522589725019
"229";"2019-11-22";"desktop";"bernum.com / referral";"control";1;122,586949682618
"230";"2019-11-22";"desktop";"blog / onerepvsdeleteme_post";"test";1;140,725524709084
"231";"2019-11-22";"mobile";"bernum.com / referral";"control";1;124,461204732427
"232";"2019-11-22";"mobile";"google / organic";"control";1;117,958111784787
"233";"2019-11-22";"desktop";"maz.com / referral";"test";1;132,433972797984
"234";"2019-11-22";"desktop";"maz.com / referral";"control";1;125,550638033841
"235";"2019-11-22";"mobile";"maz.com / referral";"control";1;123,783762165216
"236";"2019-11-22";"mobile";"google / organic";"test";1;124,545011006478
"237";"2019-11-22";"mobile";"bernum.com / referral";"control";1;119,56286548239
"238";"2019-11-22";"mobile";"bernum.com / referral";"test";1;133,235682182088
"239";"2019-11-22";"mobile";"bernum.com / referral";"test";1;112,638333730592
"240";"2019-11-22";"mobile";"maz.com / referral";"control";1;122,151619381511
"241";"2019-11-22";"desktop";"google / organic";"control";1;125,168544631146
"242";"2019-11-22";"mobile";"bernum.com / referral";"control";1;118,299308030892
"243";"2019-11-22";"desktop";"(direct) / (none)";"control";1;120,118047788085
"244";"2019-11-22";"desktop";"bernum.com / referral";"control";1;125,276393794779
"245";"2019-11-22";"mobile";"(direct) / (none)";"control";1;115,00080879896
"246";"2019-11-22";"desktop";"bing / organic";"control";1;125,038241137573
"247";"2019-11-22";"mobile";"google / organic";"control";1;121,636372880885
"248";"2019-11-22";"mobile";"google / organic";"control";1;117,608540674042
"249";"2019-11-21";"mobile";"bernum.com / referral";"control";1;123,992400566893
"250";"2019-11-21";"desktop";"maz.com / referral";"test";1;120,344009719136
"251";"2019-11-21";"tablet";"google / organic";"control";1;123,399299025052
"252";"2019-11-21";"desktop";"optimize.google.com / referral";"test";1;140,402983521453
"253";"2019-11-21";"desktop";"bernum.com / referral";"control";1;116,663743195385
"254";"2019-11-21";"mobile";"google / organic";"test";1;127,450818101519
"255";"2019-11-21";"mobile";"m.facebook.com / referral";"control";1;114,940560620312
"256";"2019-11-21";"desktop";"(direct) / (none)";"control";1;117,555806183766
"257";"2019-11-21";"mobile";"bernum.com / referral";"control";1;123,01486867831
"258";"2019-11-21";"tablet";"google / organic";"control";1;116,184151916631
"259";"2019-11-21";"mobile";"google / organic";"test";1;116,474382428488
"260";"2019-11-21";"desktop";"google / organic";"test";1;129,033941297041
"261";"2019-11-21";"desktop";"maz.com / referral";"test";1;125,293437418066
"262";"2019-11-21";"desktop";"maz.com / referral";"test";1;117,964531585356
"263";"2019-11-21";"desktop";"(direct) / (none)";"test";1;131,637447408843
"264";"2019-11-21";"desktop";"(direct) / (none)";"test";1;145,97774722486
"265";"2019-11-21";"mobile";"(direct) / (none)";"control";1;116,817488015118
"266";"2019-11-21";"desktop";"google / organic";"test";1;117,420280933145
"267";"2019-11-21";"desktop";"bernum.com / referral";"control";1;118,107348567768
"268";"2019-11-21";"mobile";"bernum.com / referral";"control";1;114,398660060781
"269";"2019-11-21";"mobile";"google / organic";"control";1;129,388761532626
"270";"2019-11-21";"mobile";"bernum.com / referral";"test";1;117,878934248477
"271";"2019-11-21";"mobile";"bernum.com / referral";"control";1;122,601421297673
"272";"2019-11-21";"mobile";"maz.com / referral";"test";1;138,46609609155
"273";"2019-11-21";"mobile";"google / organic";"test";1;129,349475434737
"274";"2019-11-21";"desktop";"bernum.com / referral";"control";1;105,693508068546
"275";"2019-11-21";"desktop";"(direct) / (none)";"test";1;137,144586996555
"276";"2019-11-21";"mobile";"maz.com / referral";"control";1;131,585201910789
"277";"2019-11-21";"tablet";"maz.com / referral";"control";1;127,677886519276
"278";"2019-11-21";"desktop";"(direct) / (none)";"test";1;117,234085475234
"279";"2019-11-21";"mobile";"(direct) / (none)";"control";1;131,294753268292
"280";"2019-11-21";"mobile";"maz.com / referral";"test";1;149,416048090545
"281";"2019-11-21";"desktop";"(direct) / (none)";"control";1;121,039230173244
"282";"2019-11-21";"desktop";"google / organic";"control";1;118,29884611757
"283";"2019-11-21";"mobile";"google / organic";"test";1;152,717887488142
"284";"2019-11-21";"desktop";"google / organic";"test";1;134,781331967252
"285";"2019-11-21";"mobile";"bernum.com / referral";"test";1;145,54802139744
"286";"2019-11-21";"mobile";"bernum.com / referral";"test";1;127,83807084475
"287";"2019-11-21";"desktop";"google / organic";"test";1;129,858106685346
"288";"2019-11-21";"desktop";"blog / onerepvsdeleteme_post";"test";1;130,108301642267
"289";"2019-11-21";"desktop";"maz.com / referral";"control";1;114,311508009696
"290";"2019-11-21";"mobile";"google / organic";"test";1;134,029168566709
"291";"2019-11-21";"mobile";"google / organic";"control";1;125,803133003584
"292";"2019-11-21";"desktop";"bing / cpc";"test";1;137,082376820875
"293";"2019-11-21";"mobile";"bernum.com / referral";"test";1;121,722030212665
"294";"2019-11-20";"tablet";"google / organic";"control";1;121,470450890277
"295";"2019-11-20";"desktop";"(direct) / (none)";"test";1;135,632759134498
"296";"2019-11-20";"mobile";"maz.com / referral";"control";1;116,275304525403
"297";"2019-11-20";"mobile";"google / organic";"control";1;122,083051067551
"298";"2019-11-20";"mobile";"bernum.com / referral";"test";1;132,43785713195
"299";"2019-11-20";"mobile";"bernum.com / referral";"test";1;134,140045236615
"300";"2019-11-20";"mobile";"bernum.com / referral";"control";1;118,381981239677
"301";"2019-11-20";"mobile";"(direct) / (none)";"test";1;132,873477129395
"302";"2019-11-20";"mobile";"maz.com / referral";"control";1;124,476214522307
"303";"2019-11-20";"desktop";"(direct) / (none)";"control";1;118,522576740607
"304";"2019-11-20";"mobile";"bernum.com / referral";"control";1;123,063758306605
"305";"2019-11-20";"mobile";"(direct) / (none)";"control";1;113,888851681538
"306";"2019-11-20";"desktop";"(direct) / (none)";"control";1;124,930091904048
"307";"2019-11-20";"desktop";"maz.com / referral";"test";1;133,594034263773
"308";"2019-11-20";"desktop";"(direct) / (none)";"test";1;139,437293306296
"309";"2019-11-20";"tablet";"maz.com / referral";"test";1;135,893325626923
"310";"2019-11-20";"desktop";"google / organic";"test";1;136,586794316833
"311";"2019-11-20";"desktop";"maz.com / referral";"control";1;119,224061005437
"312";"2019-11-20";"mobile";"google / organic";"control";1;129,74493292396
"313";"2019-11-20";"desktop";"google / organic";"test";1;135,005465691095
"314";"2019-11-20";"mobile";"(direct) / (none)";"test";1;123,273210915826
"315";"2019-11-20";"desktop";"maz.com / referral";"control";1;123,161077612611
"316";"2019-11-20";"desktop";"maz.com / referral";"test";1;149,198758097514
"317";"2019-11-20";"mobile";"bernum.com / referral";"control";1;126,125014465953
"318";"2019-11-20";"mobile";"quora.com / referral";"test";1;143,69020856662
"319";"2019-11-20";"mobile";"bernum.com / referral";"control";1;126,181787374567
"320";"2019-11-20";"mobile";"google / organic";"test";1;144,886711639787
"321";"2019-11-20";"desktop";"bernum.com / referral";"control";1;114,833639749914
"322";"2019-11-20";"desktop";"google / organic";"test";1;135,341942808338
"323";"2019-11-20";"mobile";"bernum.com / referral";"test";1;121,228680785056
"324";"2019-11-20";"tablet";"google / organic";"test";1;123,330734462508
"325";"2019-11-20";"desktop";"google / organic";"test";1;128,631549825643
"326";"2019-11-27";"mobile";"google / cpc";"test";0;135,495697684136
"327";"2019-11-27";"mobile";"google / cpc";"control";0;120,352594911496
"328";"2019-11-27";"desktop";"(direct) / (none)";"control";0;120,886965548564
"329";"2019-11-27";"desktop";"maz.com / referral";"test";0;127,654290785654
"330";"2019-11-27";"mobile";"(direct) / (none)";"control";0;121,805285942044
"331";"2019-11-27";"mobile";"maz.com / referral";"control";0;121,593908890877
"332";"2019-11-27";"mobile";"maz.com / referral";"control";0;119,432524723617
"333";"2019-11-27";"mobile";"google / cpc";"control";0;116,01117216539
"334";"2019-11-27";"desktop";"(direct) / (none)";"test";0;134,359624553648
"335";"2019-11-27";"desktop";"(direct) / (none)";"test";0;146,435951895787
"336";"2019-11-27";"mobile";"maz.com / referral";"test";0;124,61708857477
"337";"2019-11-27";"mobile";"maz.com / referral";"test";0;154,183825011336
"338";"2019-11-27";"desktop";"google / organic";"test";0;116,47838659775
"339";"2019-11-27";"mobile";"maz.com / referral";"test";0;120,671489787209
"340";"2019-11-27";"mobile";"google / organic";"test";0;122,402078340302
"341";"2019-11-27";"mobile";"maz.com / referral";"control";0;116,977446898701
"342";"2019-11-27";"desktop";"google / organic";"test";0;137,683104281553
"343";"2019-11-27";"mobile";"maz.com / referral";"test";0;121,720285551349
"344";"2019-11-27";"mobile";"google / organic";"control";0;115,891536436621
"345";"2019-11-27";"mobile";"(direct) / (none)";"control";0;129,247135389039
"346";"2019-11-27";"desktop";"maz.com / referral";"test";0;129,813753450466
"347";"2019-11-27";"mobile";"(direct) / (none)";"test";0;143,144814535472
"348";"2019-11-27";"desktop";"google / organic";"test";0;145,982317043908
"349";"2019-11-27";"mobile";"google / cpc";"control";0;114,238025913463
"350";"2019-11-27";"desktop";"maz.com / referral";"control";0;118,559825979403
"351";"2019-11-27";"desktop";"(direct) / (none)";"control";0;117,121917978016
"352";"2019-11-27";"mobile";"google / cpc";"test";0;149,598577035597
"353";"2019-11-27";"mobile";"maz.com / referral";"control";0;123,836474489899
"354";"2019-11-27";"mobile";"google / cpc";"test";0;131,47079422137
"355";"2019-11-27";"mobile";"google / cpc";"test";0;136,209568992373
"356";"2019-11-27";"desktop";"maz.com / referral";"control";0;118,529551096359
"357";"2019-11-27";"desktop";"sendgrid / letter";"control";0;118,370452333732
"358";"2019-11-27";"mobile";"google / cpc";"test";0;118,285339857782
"359";"2019-11-27";"desktop";"(direct) / (none)";"control";0;116,912818320374
"360";"2019-11-27";"mobile";"google / cpc";"control";0;117,729318656953
"361";"2019-11-27";"mobile";"maz.com / referral";"test";0;128,138956758146
"362";"2019-11-27";"desktop";"google / organic";"control";0;113,072009223938
"363";"2019-11-27";"desktop";"(direct) / (none)";"control";0;117,336277272508
"364";"2019-11-27";"mobile";"maz.com / referral";"test";0;133,212667418863
"365";"2019-11-27";"mobile";"maz.com / referral";"control";0;124,181905499511
"366";"2019-11-27";"mobile";"maz.com / referral";"test";0;126,646395745635
"367";"2019-11-27";"mobile";"google / cpc";"control";0;117,753883893781
"368";"2019-11-27";"desktop";"google / organic";"test";0;141,63857951267
"369";"2019-11-27";"mobile";"google / cpc";"control";0;118,699499045347
"370";"2019-11-27";"mobile";"maz.com / referral";"control";0;118,641839196222
"371";"2019-11-27";"mobile";"(direct) / (none)";"control";0;120,099181715451
"372";"2019-11-27";"desktop";"google / organic";"test";0;132,134149893306
"373";"2019-11-27";"mobile";"google / cpc";"control";0;121,413017776241
"374";"2019-11-27";"desktop";"google / organic";"control";0;119,087840677422
"375";"2019-11-27";"desktop";"maz.com / referral";"test";0;121,708053196441
"376";"2019-11-27";"mobile";"google / cpc";"control";0;116,070457972459
"377";"2019-11-27";"mobile";"google / organic";"control";0;122,784368469487
"378";"2019-11-27";"mobile";"maz.com / referral";"test";0;135,451132153813
"379";"2019-11-27";"desktop";"(direct) / (none)";"control";0;107,092909017214
"380";"2019-11-27";"mobile";"maz.com / referral";"test";0;136,175237886411
"381";"2019-11-27";"desktop";"google / organic";"test";0;130,288033575248
